MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
85,RL,4.248495242049359,9.1248914101437,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,4.543294782270004,0,840,GasA,Gd,Y,SBrkr,884,0,0.0,884,1,0.0,1,0,2,0.6931471805599453,Gd,5,Typ,0,NA,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,12,2007,WD,Normal,144000
20,RL,4.248495242049359,9.127067452782361,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,6.198478716492308,167,938,GasA,TA,Y,SBrkr,938,0,0.0,938,1,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,NA,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,7,2008,WD,Normal,130250
20,RL,4.2626798770413155,8.980423936374544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,6.2285110035911835,465,1150,GasA,Ex,Y,FuseA,1150,0,0.0,1150,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,WD,Normal,141000
120,RL,4.127134385045092,8.943636705909594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.023447592961033,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0.0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0.0,1752,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,4.418840607796598,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2010,WD,Normal,319900
50,RL,3.8918202981106265,9.458995712459116,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0.0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0.0,2149,1,0.0,1,1,1,0.6931471805599453,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,3.784189633918261,0.0,0.0,5.293304824724492,0.0,NA,NA,NA,0.0,8,2009,WD,Abnorml,239686
20,FV,4.442651256490317,9.314430080500564,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0.0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0.0,1656,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,4.990432586778736,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,249700
190,RM,3.5263605246161616,8.402231172946555,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0.0,736,736,GasA,Gd,Y,SBrkr,736,716,0.0,1452,0,0.0,2,0,2,1.3862943611198906,TA,8,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,N,0,0.0,4.634728988229636,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,New,Partial,113000
20,RL,4.204692619390966,8.954544488386723,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0.0,192,955,GasA,Ex,Y,SBrkr,955,0,0.0,955,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2007,WD,Normal,127000
60,RL,4.248495242049359,9.537483513308878,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0.0,612,794,GasA,Gd,Y,SBrkr,794,676,0.0,1470,0,0.6931471805599453,2,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,4.330733340286331,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,177000
50,RM,3.970291913552122,8.738895704934043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,816,816,GasA,TA,Y,SBrkr,816,0,5.8888779583328805,1176,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,Shed,5.993961427306569,9,2006,WD,Normal,114500
90,RM,4.709530201312334,9.044639916198465,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,6.569481420414296,0,816,GasA,TA,N,SBrkr,816,0,0.0,816,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,110000
20,RL,4.23410650459726,10.825203541055348,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0.0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0.0,1842,2,0.0,0,1,0,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,4.290459441148391,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2006,WD,Normal,385000
80,RL,4.110873864173311,8.872767529910936,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0.0,0,384,GasA,TA,Y,SBrkr,1360,0,0.0,1360,0,0.0,1,0,3,0.6931471805599453,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,3.9318256327243257,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,2,2007,WD,Normal,130000
20,RL,4.61512051684126,9.227787285579904,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,5.60947179518496,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0.0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0.0,1425,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0.0,0.0,6.0112671744041615,0.0,0.0,NA,NA,NA,0.0,7,2008,WD,Normal,180500
160,FV,3.2188758248682006,7.880804344674901,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0.0,321,970,GasA,Ex,Y,SBrkr,983,756,0.0,1739,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD,Abnorml,172500
60,RL,4.499809670330265,9.362718052397065,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,860,860,GasA,Ex,Y,SBrkr,860,860,0.0,1720,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,4.2626798770413155,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2006,WD,Normal,196500
60,RL,4.204692619390966,9.52390946537981,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.939253946041508,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0.0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0.0,2945,0,0.0,3,1,3,0.6931471805599453,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0.0,3.6375861597263857,0.0,0.0,0.0,NA,NA,NA,0.0,10,2006,New,Partial,438780
20,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0.0,148,780,GasA,Ex,Y,SBrkr,780,0,0.0,780,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2008,WD,Normal,124900
20,RL,4.1588830833596715,9.47830431356186,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0.0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0.0,1158,1,0.0,1,1,3,0.6931471805599453,Gd,5,Typ,0,NA,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,3.9318256327243257,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,New,Partial,158000
75,RM,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0.0,530,530,GasA,TA,N,SBrkr,581,530,0.0,1111,0,0.0,1,0,3,0.6931471805599453,Fa,6,Typ,0,NA,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0.0,4.976733742420574,0.0,0.0,0.0,NA,NA,NA,0.0,3,2007,WD,Normal,101000
120,RL,3.8066624897703196,8.770749549138642,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.187385805840755,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0.0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0.0,1370,0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,3.912023005428146,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2007,WD,Normal,202500
70,RM,3.9318256327243257,9.239996256883693,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0.0,576,576,GasA,Gd,Y,SBrkr,902,808,0.0,1710,0,0.0,2,0,3,0.6931471805599453,TA,9,Typ,0,NA,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,2.4849066497880004,4.174387269895637,0.0,0.0,0.0,NA,GdPrv,NA,0.0,4,2010,WD,Normal,140000
60,RL,4.248495242049359,9.145908511816794,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.352629396319567,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0.0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0.0,2034,1,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,0,NA,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,3.6109179126442243,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,2,2009,WD,Normal,219500
60,RL,4.343805421853684,9.16868469670735,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.84354441703136,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0.0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0.0,2473,0,0.0,2,1,4,0.6931471805599453,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,5.0238805208462765,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2007,WD,Normal,317000
20,RL,4.248495242049359,9.898525260706313,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,5.662960480135946,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0.0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0.0,2207,1,0.0,2,0,3,0.6931471805599453,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2010,WD,Normal,180000
20,RL,4.290459441148391,9.274816391160547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.123963979403259,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0.0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0.0,1479,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,3.4011973816621555,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2007,WD,Normal,226000
30,RM,3.871201010907891,8.435766192720509,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0.0,747,747,GasA,TA,Y,SBrkr,747,0,0.0,747,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,WD,Normal,80000
50,RL,4.406719247264253,9.654641503869545,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0.0,701,1304,GasW,TA,Y,SBrkr,1304,983,0.0,2287,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,3.091042453358316,4.74493212836325,0.0,0.0,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,225000
20,RL,4.564348191467836,9.521641310026597,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,7.017506142941256,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0.0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0.0,2223,1,0.0,2,0,3,0.6931471805599453,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2007,WD,Normal,244000
20,RL,4.248495242049359,8.935903526274423,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0.0,280,845,GasA,TA,Y,SBrkr,845,0,0.0,845,1,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2007,WD,Normal,129500
60,RL,4.31748811353631,9.224440496354964,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,832,832,GasA,Gd,Y,SBrkr,885,833,0.0,1718,0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,4.553876891600541,0.0,0.0,5.676753802268282,0.0,NA,NA,NA,0.0,12,2009,WD,Normal,185000
20,RL,4.454347296253507,9.23024103368252,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.653960350157523,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,5.8944028342648505,404,1086,GasA,Gd,Y,SBrkr,1086,0,0.0,1086,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,5,2010,WD,Normal,144900
50,RM,4.110873864173311,8.66406026722579,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0.0,840,840,GasA,Gd,N,SBrkr,840,765,0.0,1605,0,0.0,2,0,3,1.0986122886681098,TA,8,Typ,0,NA,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0.0,5.313205979041787,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,107400
180,RM,3.091042453358316,7.3758821482150125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0.0,0,462,GasA,TA,Y,SBrkr,526,462,0.0,988,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,4.624972813284271,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,11,2009,WD,Normal,91000
20,RL,4.248495242049359,9.04499391938819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0.0,724,952,GasA,Ex,Y,FuseA,952,0,0.0,952,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2008,WD,Normal,135750
50,RM,3.9318256327243257,9.063694791634697,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,3.7376696182833684,295,672,GasA,TA,Y,SBrkr,1072,213,0.0,1285,1,0.0,1,0,2,0.6931471805599453,TA,6,Min1,0,NA,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,1,2008,WD,Normal,127000
90,RL,4.290459441148391,9.285355075781629,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0.0,1768,1768,GasA,TA,N,SBrkr,1768,0,0.0,1768,0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2010,WD,Normal,136500
50,RM,4.110873864173311,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,440,440,GasA,Gd,Y,SBrkr,682,548,0.0,1230,0,0.0,1,1,2,0.6931471805599453,TA,5,Typ,0,NA,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0.0,4.859812404361672,0.0,0.0,0.0,NA,MnPrv,NA,0.0,5,2009,WD,Normal,110000
60,RL,4.61512051684126,9.472781556562168,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.3578422665081,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0.0,448,896,GasA,TA,Y,SBrkr,1182,960,0.0,2142,0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,4.290459441148391,0.0,0.0,5.53338948872752,0.0,NA,NA,NA,0.0,6,2009,WD,Normal,193500
120,RM,3.4965075614664802,8.412054873292933,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.095824562432225,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0.0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0.0,1337,1,0.0,2,0,2,0.6931471805599453,TA,5,Typ,0,NA,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,5.298317366548036,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2006,WD,Normal,153500
20,RL,4.3694478524670215,9.230829038403499,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,6.150602768446279,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0.0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0.0,1563,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,4.605170185988092,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2008,WD,Normal,245000
20,RL,4.394449154672439,9.09301972939964,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,4.204692619390966,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0.0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0.0,1065,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,NA,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,COD,Normal,126500
80,RL,4.248495242049359,9.051461866908694,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,3.1354942159291497,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,384,384,GasA,Gd,Y,SBrkr,804,670,0.0,1474,0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,4.290459441148391,0.0,0.0,0.0,0.0,NA,NA,Shed,6.55250788703459,5,2009,WD,Normal,168500
60,RL,4.804021044733257,9.684086987500752,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.652489180268651,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0.0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0.0,2417,0,0.0,2,1,4,0.6931471805599453,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,4.418840607796598,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2006,WD,Normal,260000
